Authors,Author(s) ID,Title,Year,Source title,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Funding Details,Correspondence Address,Publisher,ISSN,ISBN,CODEN,Document Type,Source,EID
"Timperio G., Panchal G.B., Samvedi A., Goh M., De Souza R.","57188664745;55914833200;55078380200;7006752756;24354814400;","Decision support framework for location selection and disaster relief network design",2017,"Journal of Humanitarian Logistics and Supply Chain Management",23,"10.1108/JHLSCM-11-2016-0040","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85036623436&doi=10.1108%2fJHLSCM-11-2016-0040&partnerID=40&md5=51268383783cf91b7f05145bfaec0b84","The Logistics Institute Asia Pacific, National University of Singapore, Singapore, Singapore","Timperio, G., The Logistics Institute Asia Pacific, National University of Singapore, Singapore, Singapore; Panchal, G.B., The Logistics Institute Asia Pacific, National University of Singapore, Singapore, Singapore; Samvedi, A., The Logistics Institute Asia Pacific, National University of Singapore, Singapore, Singapore; Goh, M., The Logistics Institute Asia Pacific, National University of Singapore, Singapore, Singapore; De Souza, R., The Logistics Institute Asia Pacific, National University of Singapore, Singapore, Singapore","Purpose: The purpose of this paper is to provide a decision support framework for locations identification to address network design in the domain of disaster relief supply chains. The solution approach is then applied to a real-life case about Indonesia. Design/methodology/approach: An approach integrating geographic information system technology and fuzzy analytical hierarchy process has been used. Findings: For the Indonesian case, distribution centers should be located in Pekanbaru, Surabaya, Banjarmasin, Ambon, Timika, and Manado. Research limitations/implications: The main limitation of this work is that facilities being sited are incapacitated. Inclusion of constraints over capacity would elevate the framework to a further level of sophistication, enabling virtual pool of inventory that can be used to adsorb fluctuation in the demand due to disasters. Practical implications: The use case provided in this paper shows a practical example of applicability for the proposed framework. This study is able to support worldwide decision makers facing challenges related with disaster relief chains resilience. In order to achieve efficiency and effectiveness in relief operations, strategic logistics planning in preparedness is key. Hence, initiatives in disaster preparedness should be enhanced. Originality/value: It adds value to the previous literature on humanitarian logistics by providing a real-life case study as use case for the proposed methodology. It can guide decision makers in designing resilient humanitarian response, worldwide. Moreover, a combination of recommendations from humanitarian logistics practitioners with established models in facility location sciences provides an interdisciplinary solution to this complex exercise. © 2017, © Emerald Publishing Limited.","Emergency response preparedness; Fuzzy-AHP; Humanitarian logistics; Network design",,,"Samvedi, A.; The Logistics Institute Asia Pacific, Singapore; email: avinash.samvedi@gmail.com","Emerald Group Publishing Ltd.",20426747,,,Article,Scopus,2-s2.0-85036623436
"Ranisau J., Ogbe E., Trainor A., Barbouti M., Elsholkami M., Elkamel A., Fowler M.","56655609700;54407358900;57191978891;56983001600;56150856500;7004543764;7202512208;","Optimization of biofuel production from corn stover under supply uncertainty in Ontario",2017,"Biofuel Research Journal",7,"10.18331/BRJ2017.4.4.4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85036549337&doi=10.18331%2fBRJ2017.4.4.4&partnerID=40&md5=79f2e20d128b58f35bd4213be54c4fa1","Department of Chemical Engineering, University of Waterloo, Waterloo, Canada; Department of Chemical Engineering, Khalifa University, The Petroleum Institute, Abu Dhabi, United Arab Emirates","Ranisau, J., Department of Chemical Engineering, University of Waterloo, Waterloo, Canada; Ogbe, E., Department of Chemical Engineering, University of Waterloo, Waterloo, Canada; Trainor, A., Department of Chemical Engineering, University of Waterloo, Waterloo, Canada; Barbouti, M., Department of Chemical Engineering, University of Waterloo, Waterloo, Canada; Elsholkami, M., Department of Chemical Engineering, University of Waterloo, Waterloo, Canada; Elkamel, A., Department of Chemical Engineering, University of Waterloo, Waterloo, Canada, Department of Chemical Engineering, Khalifa University, The Petroleum Institute, Abu Dhabi, United Arab Emirates; Fowler, M., Department of Chemical Engineering, University of Waterloo, Waterloo, Canada","In this paper, a biofuel production supply chain optimization framework is developed that can supply the fuel demand for 10% of Ontario. Different biomass conversion technologies are considered, such as pyrolysis and gasification and subsequent hydro processing and the Fischer-Tropsch process. A supply chain network approach is used for the modeling, which enables the optimization of both the biorefinery locations and the associated transportation networks. Gasification of corn stover is examined to convert waste biomass into valuable fuel. Biomass-derived fuel has several advantages over traditional fuels including substantial greenhouse gas reduction, generating higher quality synthetic fuels, providing a use for biomass waste, and potential for use without much change to existing infrastructure. The objective of this work is to show the feasibility of the use of corn stover as a biomass feedstock to a hydrocarbon biofuel supply chain in Ontario using a mixed-integer linear programming model while accounting for the uncertainty in the availability of corn stover. In the case study, the exact number of biorefineries is left as a policy decision and the optimization is carried out over a range of the possible numbers of facilities. The results obta ined from the case study suggests implementing gasification technology followed by Fischer-Tropsch at two different sites in Ontario. The optimal solution satisfied 10% of the yearly fuel demand of Ontario with two production plants (14.8 billion L of fuel) a nd requires an investment of $42.9 billion, with a payback period of about 3 years. © 2017 BRTeam.","Biofuel; Biomass to biofuels; Supply chain optimization; Two-stage stochastic programming; Uncertainty","Bioconversion; Biofuels; Biomass; Carbon monoxide; Fischer-Tropsch synthesis; Gasification; Greenhouse gases; Integer programming; Refining; Stochastic programming; Stochastic systems; Supply chains; Biofuel production; Biomass to biofuel; Case-studies; Corn stover; Fuel demand; Ontario; Optimisations; Supply chain optimization; Two-stage stochastic programming; Uncertainty; Investments",,"Fowler, M.; Department of Chemical Engineering, Canada; email: mfowler@uwaterloo.ca","Green Wave Publishing of Canada",22928782,,,Article,Scopus,2-s2.0-85036549337
"Chebeir J., Geraili A., Romagnoli J.","57191855809;55769828600;7005158664;","Development of shale gas supply chain network under market uncertainties",2017,"Energies",15,"10.3390/en10020246","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85035358591&doi=10.3390%2fen10020246&partnerID=40&md5=e396453eb94916496c6b5cd76519c054","Cain Department of Chemical Engineering, Louisiana State University, Baton Rouge, LA  70803, United States","Chebeir, J., Cain Department of Chemical Engineering, Louisiana State University, Baton Rouge, LA  70803, United States; Geraili, A., Cain Department of Chemical Engineering, Louisiana State University, Baton Rouge, LA  70803, United States; Romagnoli, J., Cain Department of Chemical Engineering, Louisiana State University, Baton Rouge, LA  70803, United States","The increasing demand of energy has turned the shale gas and shale oil into one of the most promising sources of energy in the United States. In this article, a model is proposed to address the long-term planning problem of the shale gas supply chain under uncertain conditions. A two-stage stochastic programming model is proposed to describe and optimize the shale gas supply chain network. Inherent uncertainty in final products' prices, such as natural gas and natural gas liquids (NGL), is treated through the utilization of a scenario-based method. A binomial option pricing model is utilized to approximate the stochastic process through the generation of scenario trees. The aim of the proposed model is to generate an appropriate and realistic supply chain network configuration as well as scheduling of different operations throughout the planning horizon of a shale gas development project. © 2017 by the authors.","Binomial option pricing model; Market uncertainty; Shale gas supply chain; Two-stage stochastic programming","Commerce; Costs; Decision trees; Financial markets; Gas supply; Gases; Random processes; Shale; Shale gas; Shale oil; Stochastic programming; Stochastic systems; Supply chains; Gas development projects; Market uncertainty; Natural gas liquids; Option pricing models; Scenario-based methods; Supply chain network; Two-stage stochastic programming; Uncertain condition; Stochastic models","LSU","Romagnoli, J.; Cain Department of Chemical Engineering, United States; email: jose@lsu.edu","MDPI AG",19961073,,,Article,Scopus,2-s2.0-85035358591
"Ramstedt L., Törnquist Krasemann J., Davidsson P.","8876404100;36773854900;7006888342;","Movement of people and goods",2017,"Understanding Complex Systems",1,"10.1007/978-3-319-66948-9_26","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85035350800&doi=10.1007%2f978-3-319-66948-9_26&partnerID=40&md5=29653d74276360437c0394b8616d15f1","Sweco, Stockholm, Sweden; Blekinge Institute of Technology, Karlshamn, Sweden; Malmö University, Malmö, Sweden","Ramstedt, L., Sweco, Stockholm, Sweden; Törnquist Krasemann, J., Blekinge Institute of Technology, Karlshamn, Sweden; Davidsson, P., Malmö University, Malmö, Sweden","Due to the continuous growth of traffic and transportation and thus an increased urgency to analyze resource usage and system behavior, the use of computer simulation within this area has become more frequent and acceptable. This chapter presents an overview of modeling and simulation of traffic and transport systems and focuses in particular on the imitation of social behavior and individual decision-making in these systems. We distinguish between transport and traffic. Transport is an activity where goods or people are moved between points A and B, while traffic is referred to as the collection of several transports in a common network such as a road network. We investigate to what extent and how the social characteristics of the users of these different traffic and transport systems are reflected in the simulation models and software. Moreover, we highlight some trends and current issues within this field and provide further reading advice. © 2017, Springer International Publishing AG.","Behavior modeling; Control; Environment; External restrictions; Flow; Freight; Imitation; Individual decision-making; Intentions; Intersections; Networks; Passengers; Stakeholders; Supply chains; Traffic; Transportation",,,"Ramstedt, L.; SwecoSweden; email: linda.ramstedt@sweco.se","Springer Verlag",18600832,,,Book Chapter,Scopus,2-s2.0-85035350800
"Pablo Z., London K., Wong P.","57497893100;55900158700;8843485600;","Adapting novel research techniques to analyse collaboration in offsite manufacturing housing construction innovations",2017,"Association of Researchers in Construction Management, ARCOM -  33rd Annual Conference 2017, Proceeding",3,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85035320975&partnerID=40&md5=92ace540b5c4639fc82e8e4f1d7f2db6","University of South Australia, GPO Box 2471, Adelaide, SA  5001, Australia; Built Environment and Urban Transformation, University of Western Sydney, 169 Macquarie Street, Parramatta, NSW  2150, Australia; School of Property, Construction and Project Management, RMIT University, La Trobe Street, Melbourne, VIC  3000, Australia","Pablo, Z., University of South Australia, GPO Box 2471, Adelaide, SA  5001, Australia; London, K., Built Environment and Urban Transformation, University of Western Sydney, 169 Macquarie Street, Parramatta, NSW  2150, Australia; Wong, P., School of Property, Construction and Project Management, RMIT University, La Trobe Street, Melbourne, VIC  3000, Australia","The Australian housing sector continues to function in a traditional, inefficient, craftbased manner. A few exemplary supply chains have addressed these challenges through innovative offsite manufacturing (OSM) techniques. Despite its benefits, uptake of OSM in Australia remains limited. A fundamental challenge to OSM is the lack of collaboration across the deeply fragmented housing construction sector. While collaboration is critical in these settings, theoretical work on the topic remains limited. This paper's aim is to examine collaborative practice in innovative housing construction supply chains in Australia using an innovative methodology that supports actor-network theory with causal loop diagrams. Drawing on qualitative data from five OSM supply chains, elements that influence the creation stage of collaborative networks were identified, along with inter-relationships between them. Actor-network theory is applied to initially structure the identified elements into a tentative sequential process. Relationships between elements including their causal influence, feedback loops and polarities are then proposed through a causal loop diagram. The outcome is a model of collaboration in OSM settings that identifies key elements in the critical first phase of network creation to enable innovations in OSM. The model can readily be translated into practitioner materials that build collaborative capacity in the construction industry.","Actor-network theory; Causal loop diagram; Qualitative systems dynamics","Construction industry; Housing; Industrial research; Manufacture; Project management; Social sciences computing; Supply chains; Actor network theory; Causal loop diagrams; Collaborative capacities; Collaborative network; Collaborative practices; Innovative methodologies; Off-site manufacturing; Systems dynamics; Computer software maintenance",,,"Association of Researchers in Construction Management",,9780995546318,,Conference Paper,Scopus,2-s2.0-85035320975
"Harada M., Melka J., Sobue Y., Nattel S.","36504159400;57194745545;15751579900;36048738800;","Metabolic considerations in atrial fibrillation ― Mechanistic insights and therapeutic opportunities",2017,"Circulation Journal",33,"10.1253/circj.CJ-17-1058","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85035211507&doi=10.1253%2fcircj.CJ-17-1058&partnerID=40&md5=c53e5bb4159a6520ef25f7abb0056828","Department of Cardiology, Fujita Health University, Toyoake, Japan; Department of Medicine and Research Center, Montreal Heart Institute, Montreal, QC, Canada; Université de Montréal, Montreal, QC, Canada; Department of Pharmacology and Therapeutics, McGill University, Montreal, QC, Canada; Institute of Pharmacology, West German Heart and Vascular Center, Faculty of Medicine, University Duisburg-Essen, Essen, Germany; Department of Cardiology, Gifu Heart Center, Gifu, Japan","Harada, M., Department of Cardiology, Fujita Health University, Toyoake, Japan; Melka, J., Department of Medicine and Research Center, Montreal Heart Institute, Montreal, QC, Canada, Université de Montréal, Montreal, QC, Canada, Department of Pharmacology and Therapeutics, McGill University, Montreal, QC, Canada, Institute of Pharmacology, West German Heart and Vascular Center, Faculty of Medicine, University Duisburg-Essen, Essen, Germany; Sobue, Y., Department of Medicine and Research Center, Montreal Heart Institute, Montreal, QC, Canada, Université de Montréal, Montreal, QC, Canada, Department of Pharmacology and Therapeutics, McGill University, Montreal, QC, Canada, Institute of Pharmacology, West German Heart and Vascular Center, Faculty of Medicine, University Duisburg-Essen, Essen, Germany, Department of Cardiology, Gifu Heart Center, Gifu, Japan; Nattel, S., Department of Medicine and Research Center, Montreal Heart Institute, Montreal, QC, Canada, Université de Montréal, Montreal, QC, Canada, Department of Pharmacology and Therapeutics, McGill University, Montreal, QC, Canada, Institute of Pharmacology, West German Heart and Vascular Center, Faculty of Medicine, University Duisburg-Essen, Essen, Germany","Atrial fibrillation (AF) is the most common sustained arrhythmia in clinical practice and is associated with morbidity and mortality. Over the past 2 decades, there have been major advances in understanding AF pathophysiology, but important knowledge gaps, particularly about targetable basic mechanisms, remain. Recent metabolomic and proteomic studies have shown changes in the expression of molecules involved in metabolic pathways in human and experimental AF, indicating a role for metabolic alterations in AF pathophysiology. AF is characterized by irregular high-frequency excitation and contraction that affect atrial energy demands, circulation and oxygen supply, and change the balance between metabolic demand and supply, causing metabolic stress. Here, we review the information available about AF-induced metabolic changes and their pathophysiological contribution. We also discuss the possibilities of developing novel therapeutic strategies that act by modulating cardiac metabolic processes during AF. © 2017, Japanese Circulation Society. All rights reserved.","Atrial fibrillation; Metabolism; Novel pharmacotherapy","adenosine triphosphate; creatine kinase; hydroxymethylglutaryl coenzyme A reductase kinase; ketone body; peroxisome proliferator activated receptor alpha; peroxisome proliferator activated receptor gamma; peroxisome proliferator activated receptor gamma coactivator 1alpha; atrial fibrillation; cardiac muscle cell; citric acid cycle; coronary artery blood flow; energy metabolism; fatty acid metabolism; gene expression; glucose oxidation; glycolysis; heart atrium remodeling; heart electrophysiology; heart work; hemodynamics; human; metabolism; nonhuman; oxidative phosphorylation; protein phosphorylation; respiratory chain; Review; signal transduction; animal; atrial fibrillation; genetics; metabolism; metabolomics; pathophysiology; proteomics; Animals; Atrial Fibrillation; Humans; Metabolic Networks and Pathways; Metabolomics; Proteomics","HRI; CIHR; HSF; KAKEN: 16K09462","Nattel, S.; Montreal Heart Institute, 5000 Belanger Street East, Canada; email: stanley.nattel@icm-mhi.org","Japanese Circulation Society",13469843,,CJIOB,Review,Scopus,2-s2.0-85035211507
"Saad S.M., Bahadori R.","7103061254;57192194292;","The impact of replenishment frequency on the logistics cost-A simulation approach",2017,"19th International Conference on Harbor, Maritime and Multimodal Logistics Modeling and Simulation, HMS 2017, Held at the International Multidisciplinary Modeling and Simulation Multiconference, I3M 2017",,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85035142787&partnerID=40&md5=1954fe0c358818235c85b27a30f3e956","Department of Engineering and Mathematics, Sheffield Hallam University, City campus Howard street, Sheffield, S1 1WB, United Kingdom","Saad, S.M., Department of Engineering and Mathematics, Sheffield Hallam University, City campus Howard street, Sheffield, S1 1WB, United Kingdom; Bahadori, R., Department of Engineering and Mathematics, Sheffield Hallam University, City campus Howard street, Sheffield, S1 1WB, United Kingdom","The aim of this research is to optimise logistics cost through fractal supply network by investigating the effect of different replenishment frequencies within fractal supply network. A new mathematical model is developed through which inventory holding cost and transportation cost can be integrated and measured at different sub-fractal of the fractal supply network. The proposed mathematical model is implemented through the hypothetical fractal supply network and validated using Supply Chain GURU Simulation Software. Application of the proposed mathematical model provides a systematic method through which practitioners should be able to decide upon replenishment frequency at different sub-fractal of the network. Moreover, it shows that the proposed fractal supply network and its capabilities have ability to optimise and achieve the lowest logistics cost through the supply network.","Fractal supply network; Logistics cost optimisation.; Supply network modelling","Computer software; Costs; Supply chains; Transportation; Inventory holding; Logistics costs; New mathematical model; Simulation approach; Simulation software; Supply networks; Systematic method; Transportation cost; Fractals",,,"CAL-TEK S.r.l.",,9781510847675,,Conference Paper,Scopus,2-s2.0-85035142787
"Gaete D.T., Pérez E.S.","57197836146;55532400000;","Simulation and optimization with grasp in supply fuel in the north of Mexico city",2017,"29th European Modeling and Simulation Symposium, EMSS 2017, Held at the International Multidisciplinary Modeling and Simulation Multiconference, I3M 2017",,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85035102393&partnerID=40&md5=22fa89075497cd8365c1c3d0a5c4d866","Universidad Austral de Chile, Chile; School of Business and Economics, Universidad Anáhuac México, Av. Universidad Anáhuac No. 46, Anáhuac-Huixquilucan, 52786, Mexico","Gaete, D.T., Universidad Austral de Chile, Chile; Pérez, E.S., School of Business and Economics, Universidad Anáhuac México, Av. Universidad Anáhuac No. 46, Anáhuac-Huixquilucan, 52786, Mexico","In this paper, the fuel distribution network from fuel farms to a set of filling stations in the North of Mexico City is simulated and optimized. At present, the company supplies the fuel with a homogenous fleet and it is interested in including a heterogeneous fleet seeking to minimize the ordering, holding, and transportation costs, within constraints of inventory in filling stations, as well as the truck capacity. Data collection, demand analysis, and inventory and transport cost calculations are proposed for the simulation in the network; we propose a mathematical model with metaheuristics Greedy Randomized Adaptive Search Procedure (GRASP), with elements of linear programming. Finally, the results are analyzed getting 44.8 per cent in savings when compared with the current situation.","Fuels; GRASP; Inventory; Mathematical model; Metaheuristics; Supply chain managements; Transports","Cost benefit analysis; Filling stations; Fueling; Fuels; Heuristic algorithms; Linear programming; Mathematical models; Optimization; Supply chain management; Supply chains; Transportation; Truck transportation; GRASP; Greedy randomized adaptive search procedure; Heterogeneous fleet; Inventory; Meta heuristics; Simulation and optimization; Transportation cost; Transports; Fleet operations",,,"CAL-TEK S.r.l.",,9781510847651,,Conference Paper,Scopus,2-s2.0-85035102393
"Chodakowska E., Nazarko J.","57188755047;6701354045;","Network DEA Models for Evaluating Couriers and Messengers",2017,"Procedia Engineering",15,"10.1016/j.proeng.2017.03.130","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85035071145&doi=10.1016%2fj.proeng.2017.03.130&partnerID=40&md5=b5498ae6e23ac3a4c6e00e5862b01190","Faculty of Management, Bialystok University of Technology, Wiejska 45A, Bialystok, 15-351, Poland","Chodakowska, E., Faculty of Management, Bialystok University of Technology, Wiejska 45A, Bialystok, 15-351, Poland; Nazarko, J., Faculty of Management, Bialystok University of Technology, Wiejska 45A, Bialystok, 15-351, Poland","The purpose of the article is to present the use of network DEA models in evaluating courier and messenger companies. A general network DEA concept to deal with efficiency assessments in multi-stage processes has been provided in this dissertation. Then, the framework of a special DEA network model as an alternative for traditional DEA model to evaluate courier and messenger companies was presented. A numerical example was given to illustrate this approach. © 2016 The Authors. Published by Elsevier Ltd.","couriers; efficiency; messengers; network DEA; supply chain","Efficiency; Supply chains; couriers; Efficiency assessment; General networks; messengers; Multistage process; Network DEA; Network DEA model; Network modeling; Industrial management","MNiSW","Chodakowska, E.; Faculty of Management, Wiejska 45A, Poland; email: e.chodakowska@pb.edu.pl","Elsevier Ltd",18777058,,,Conference Paper,Scopus,2-s2.0-85035071145
"Szpilko D.","56530774300;","Tourism Supply Chain-Overview of Selected Literature",2017,"Procedia Engineering",30,"10.1016/j.proeng.2017.03.180","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85035047183&doi=10.1016%2fj.proeng.2017.03.180&partnerID=40&md5=b20a951b69f27aa87345881f5adf9e05","Faculty of Management, Bialystok University of Technology, Wiejska 45A, Bialystok, 15-351, Poland","Szpilko, D., Faculty of Management, Bialystok University of Technology, Wiejska 45A, Bialystok, 15-351, Poland","The development of tourism is inextricably linked to the operation of tourism enterprises and tourism products offered by them. A competitive advantage for enterprises, in the market of tourist services, can be provided by innovative products comprising a response to the ever-increasing customer expectations. The specificity of product development in the tourism industry requires the commitment and cooperation of many partners - operators in the tourist supply chain. The purpose of this article is to identify the areas of research analysed in the international literature in the field of tourism supply chain, published in the Web of Science. The results of the analysis are presented in the form of a map of themes (research areas) most commonly occurring in configuration with the term of the tourism supply chain, as well as in terms of their coexistence in the analysed pool of articles. The process of preparing the article involved the use of the methods of bibliometric analysis and network analysis. © 2016 The Authors. Published by Elsevier Ltd.","bibliometric analysis; knowledge map; research area; supply chain; tourism; tourism supply chain management","Competition; Industrial management; Supply chains; Bibliometric analysis; Competitive advantage; Customer expectation; Innovative product; Knowledge map; tourism; Tourism industry; Tourism supply chain; Supply chain management",,"Szpilko, D.; Faculty of Management, Wiejska 45A, Poland; email: d.szpilko@pb.edu.pl","Elsevier Ltd",18777058,,,Conference Paper,Scopus,2-s2.0-85035047183
"Pokorny M., Mensik M., Chytilova E., Bernardova D., Krisova Z.","7006069593;57213058724;55603279500;57194721354;56011392800;","Soft-computing technologies in economics expert systems",2017,"Expert Systems: Design, Applications and Technology",1,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85034984157&partnerID=40&md5=6979749f651b7160e2661aa4912cce31","Department of Informatics and Applied Mathematics, Mxororavian University College, Olomouc, Czech Republic","Pokorny, M., Department of Informatics and Applied Mathematics, Mxororavian University College, Olomouc, Czech Republic; Mensik, M., Department of Informatics and Applied Mathematics, Mxororavian University College, Olomouc, Czech Republic; Chytilova, E., Department of Informatics and Applied Mathematics, Mxororavian University College, Olomouc, Czech Republic; Bernardova, D., Department of Informatics and Applied Mathematics, Mxororavian University College, Olomouc, Czech Republic; Krisova, Z., Department of Informatics and Applied Mathematics, Mxororavian University College, Olomouc, Czech Republic","The chapter introduces the expert systems used for the simulation of the decision-making activity of experts when dealing with complex tasks. In terms of theory, the expert knowledge method is used. Knowledge is represented in the form of IF-THEN rules. In terms of technology, the pseudo-Bayesian approaches, probability theory, theory of fuzzy set mathematics and fuzzy logic are used for the purposes of formalizing the uncertainty and inference mechanisms. The application theme is focused on decision-making in the field of economy. Supplier choice support in the supply chain using the hierarchical fuzzy-oriented expert system technology. The global decision-making task is split into partial tasks and the expert modules are integrated into a 5-level hierarchical structure for their formalization. The impact determination of selected activities of economic entities on the corporate social responsibility using the probabilistically-oriented expert system technology. The linguistic rulebased modelling and the inference method are based on the pseudo- Bayesian approach. The determination of the selected key performance indicators of Balanced Scorecard customer dimension using the fuzzystochastic oriented expert system technology. The methods of calculating indicators and standards of quality of the outputs of the systems involving the human factor do not take into account their natural uncertainty. Hence, to determine the certain performance indicator in the frame of BSC by means of fuzzification of the input statistic figures of respondents with their subsequent processing by means of fuzzy arithmetic and fuzzylogic. The efficiency of all the proposed decision-making expert systems is proven by a simulation exercise. © 2017 by Nova Science Publishers, Inc.","Artificial intelligence; Balanced scorecards; Corporate social responsibility; Decision-making; Expert system; Fuzzy-logic; Knowledge; Pseudo-probability; Stochastic; Supplier choice; Uncertainty","Artificial intelligence; Bayesian networks; Benchmarking; Computer circuits; Decision making; Expert systems; Fuzzy logic; Fuzzy sets; Probability; Social aspects; Soft computing; Stochastic systems; Supply chains; Waste disposal; Balanced scorecards; Corporate social responsibilities (CSR); Knowledge; Stochastic; Supplier choice; Uncertainty; Fuzzy inference",,,"Nova Science Publishers, Inc.",,9781536125207; 9781536125030,,Book Chapter,Scopus,2-s2.0-85034984157
"Lyubchyk L.M., Dorofieiev Y.I.","24723278200;55858189100;","Robust decentralized inventory control in large-scale supply networks",2017,"Information and Computer Technology, Modeling and Control: Proceedings of the International Scientific Conference Devoted to the 85th Anniversary of Academician I. V. Prangishvili",,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85034753096&partnerID=40&md5=82fb954d7e0c97382874b1ad233afa54","National Technical University, Kharkiv Polytechnic Institute, Kharkiv, Ukraine","Lyubchyk, L.M., National Technical University, Kharkiv Polytechnic Institute, Kharkiv, Ukraine; Dorofieiev, Y.I., National Technical University, Kharkiv Polytechnic Institute, Kharkiv, Ukraine","The problem of decentralized inventory control in large-scale supply chains under uncertain but bounded external demand and transport time-delays and with presence of asymmetric structural constraints on states and controls is considered. Local inventory controllers use linear dynamic feedback with respect to deviation of the current inventory levels from the chosen safety levels. To suppress the influence of disturbances in modelling of external demand, while ensuring robust stability of closed local subsystems, the method of invariant ellipsoids is used. This model allowed formulation of the problem in terms of linear matrix inequalities, wherein the synthesis of control reduced to a semidefinite programming problem. A stability analysis of inventory control systems for large-scale supply network with decentralized controllers is performed using the comparison method and vector Lyapunov functions technique. © 2017 Nova Science Publishers, Inc.","Comparison method; Invariant ellipsoids; Inventory control; Linear matrix inequality; Robust control; Semi definite programming; Supply network; Vector lyapunov function","Control system analysis; Control system stability; Controllers; Inventory control; Linear matrix inequalities; Lyapunov functions; Robust control; Robustness (control systems); Supply chains; Comparison methods; Invariant ellipsoid; Semi-definite programming; Supply networks; Vector Lyapunov functions; Decentralized control",,,"Nova Science Publishers, Inc.",,9781536120943; 9781536120752,,Book Chapter,Scopus,2-s2.0-85034753096
"Raoufi K., Haapala K.R., Kremer G.E.O., Kim K.-Y., Psenka C.E., Jackson K.L.","54416301700;13005255100;23094386000;57200240225;7801369181;56748441000;","Enabling cyber-based learning of product sustainability assessment using unit manufacturing process analysis",2017,"Proceedings of the ASME Design Engineering Technical Conference",9,"10.1115/DETC2017-68249","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85034733380&doi=10.1115%2fDETC2017-68249&partnerID=40&md5=a1f6dc98e6b260584f92f913f3bb34c2","School of Mechanical, Industrial and Manufacturing Engineering, Oregon State University, Corvallis, OR  97331, United States; Department of Industrial and Manufacturing Systems Engineering, Iowa State University, Ames, IA  50011, United States; Department of Industrial and Systems Engineering, Wayne State University, Detroit, MI  48202, United States; Teaching and Learning with Technology, Pennsylvania State University, State College, PA  16801, United States","Raoufi, K., School of Mechanical, Industrial and Manufacturing Engineering, Oregon State University, Corvallis, OR  97331, United States; Haapala, K.R., School of Mechanical, Industrial and Manufacturing Engineering, Oregon State University, Corvallis, OR  97331, United States; Kremer, G.E.O., Department of Industrial and Manufacturing Systems Engineering, Iowa State University, Ames, IA  50011, United States; Kim, K.-Y., Department of Industrial and Systems Engineering, Wayne State University, Detroit, MI  48202, United States; Psenka, C.E., School of Mechanical, Industrial and Manufacturing Engineering, Oregon State University, Corvallis, OR  97331, United States; Jackson, K.L., Teaching and Learning with Technology, Pennsylvania State University, State College, PA  16801, United States","Efforts to reduce product environmental impacts such as energy consumption and carbon footprint have received attention for many years, often driven by consumer pressure on companies to produce more environmentally friendly products. As the next generation of engineers who will take responsibility for advancing the sustainability of products, processes, and systems, engineering students need to become more familiar with the concepts of sustainable product design and manufacturing. Yet, educators are disadvantaged in training these students, and tools are deficient in assisting product sustainability assessments for manufacturing decision making by other non-experts. A manufacturing analysis module is introduced, which was developed under collaborative research titled, Constructionism in Learning: Sustainable Life Cycle Engineering (CooL: SLiCE). This CooL: SLiCE manufacturing analysis module provides an opportunity for non-expert students and engineers to investigate the impacts of product design changes on manufacturing processes and supply chain network configurations, e.g., selection of upstream processes, transportation routes, and transportation modes, from environmental responsibility perspective. One popular consumer product, a multicopter, is selected to demonstrate the module. The production of three hexacopter components are evaluated: the upper shell, lower shell, and propeller. The manufacturing analysis module enables non-experts to gain a better understanding of sustainable product design and manufacturing. © Copyright 2017 ASME.",,"Carbon; Carbon footprint; Consumer products; Decision making; Education; Energy utilization; Environmental impact; Industrial research; Life cycle; Manufacture; Nanosystems; Product design; Students; Supply chains; Sustainable development; Transportation routes; Collaborative research; Environmental responsibility; Environmentally friendly products; Life cycle engineering; Manufacturing process; Supply chain network; Sustainability assessment; Sustainable product designs; Engineering education","NSF",,"American Society of Mechanical Engineers (ASME)",,9780791858165,,Conference Paper,Scopus,2-s2.0-85034733380
